athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Valerio Cleri,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7171.54,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Dyatchin,RUS,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7184.15,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicola Bolzonello,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7184.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan De Jesus Lopez Ramos,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7185.89,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7189.24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ercoli,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7189.75,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7189.96,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Lurz,GER,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7190.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7208.57,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Righi,ITA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7208.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loic Branda,FRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7210.91,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Chiu,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7216.66,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7218.13,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7219.51,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7233.96,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Andres Clement,ARG,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7236.55,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libor Smolka,CZE,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7239.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Katzir,ISR,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7257.13,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Elorza Vasquez,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7258.97,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7304.68,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Ricardo Escobar Torres,MEX,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7306.3,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Pires Simoes,BRA,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7310.47,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7371.66,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto Penailillo Garcia,CHI,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7453.35,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Kerin,SLO,10/20/2007,FINA World Cup,"Cancun, MEX",10.0,NW,Neutral,28.0,7506.03,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
