athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,HUN,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6501.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6503.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6509.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6509.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6509.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6509.9,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6510.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6510.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Lee,AUS,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6511.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6511.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Klemet,GER,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6512.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6514.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6514.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Puskovitch,USA,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6534.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,02/04/2024,FINA World Championships,"Doha, QAT",10.0,NW,Neutral,79.0,6534.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
