athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Vladimir Dyatchin,RUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7056.43,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7057.93,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7058.46,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7058.88,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7060.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Sanachev,RUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7061.21,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Capell,AUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7062.22,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Browne,AUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7062.56,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,RUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7064.36,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7065.29,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7065.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7067.65,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7067.99,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Meca Medina,ESP,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7069.14,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enjian Zhang,CHN,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7069.62,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yinhan Li,CHN,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7070.04,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky Hurst,AUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7071.83,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ling Shi,CHN,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7074.03,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Liu,CHN,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7075.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Di Hurst,CHN,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7127.43,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7179.26,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry Solovyev,RUS,10/07/2007,FINA World Cup,"Singapore, SGP",10.0,NW,Neutral,24.0,7251.88,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
