athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Vladimir Dyatchin,RUS,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7447.18,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuriy Kudinov,RUS,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7490.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgeny Koshkarov,RUS,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7492.43,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Warkentin,USA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7498.15,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hein,GER,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7499.49,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Crippen,USA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7500.6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7524.32,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7572.49,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Katzir,ISR,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7573.87,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Lima,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7579.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7579.98,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Flanagan,USA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7582.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pavel Vetkalov,RUS,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7589.15,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel De Marco,USA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7653.45,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7678.21,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glauco Oliveira Rangel,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,7979.26,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Gadallh,EGY,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8073.81,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8234.66,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Belarmino De Souza Filho,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8278.81,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Porto De Andrade Junior,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8285.24,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel Peressin Murat,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8286.41,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Dabdab,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8484.47,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8863.5,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Kojima,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8949.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Ferreira Curti,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,8964.32,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellington Mota Silva,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,9165.49,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Albert Schulz,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,9277.61,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Yamamoto,BRA,01/26/2007,FINA World Cup,"Santos, BRA",10.0,NW,Neutral,28.0,9282.72,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
