athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Tobias Patrick Robinson,GBR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7175.03,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUN,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7175.07,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7175.09,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7178.05,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Alberto Ribeiro,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7181.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Shuttleworth,GBR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7184.05,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasco Miguel Gaspar,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7288.03,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Silva Oliviera,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7729.03,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Valdagua Coutinho,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7730.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Manuel Marques,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7731.02,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Andre Bonanca,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,7733.03,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,11/07/2015,LEN Cup,"Madeira, POR",10.0,NW,Neutral,12.0,8351.07,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
