athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Petar Stoychev,BUL,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,27870.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tihomir Ivanchev,BUL,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,27915.61,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Tobin­-Daignault,CAN,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,27975.39,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,27975.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,27984.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Perez,ARG,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,29936.32,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Raul Villagoiz,ARG,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,30031.52,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Leblanc,CAN,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,32448.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jérôme Couture,CAN,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,32921.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilija Stojanovski,MKD,08/04/2007,FINA Grand Prix,"Lac Memphremagog, CAN",34.0,NW,Neutral,11.0,33879.97,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
