athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,HUN,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3180.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3182.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3184.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3184.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3185.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3189.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3191.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3192.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3223.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vit Ingeduld,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3226.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danie Marais,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3227.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3229.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaspar Andrade Budino,ESP,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3268.2,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Sebesta,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3311.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3315.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Fratic,SVK,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3353.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3353.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanus J.L. Roodt,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3453.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Kron,SWE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3458.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Brandenstein,GER,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3464.2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Sonntag,AUT,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3470.3,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wielligh Reino Jan Von,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3472.8,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Willem Kriel,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3481.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Goransson,SWE,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3603.01,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Pecar,SLO,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3678.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhammad Adam,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3790.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Pichler,AUT,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3797.01,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Oliver Gultig,RSA,09/09/2018,LEN Cup,"Bled, SLO",5.0,NW,Neutral,28.0,3931.01,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
