athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Loic Branda,FRA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11772.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan De Jesus Lopez Ramos,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11773.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11787.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Valenti,ITA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11786.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Formentini,ITA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11789.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11790.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Raul Villagoiz,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11794.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Katzir,ISR,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11796.02,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11797.05,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Perez,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11838.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilles Rondy,FRA,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11897.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Andres Clement,ARG,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,11921.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Kerin,SLO,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,12222.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tihomir Ivanchev,BUL,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,12399.7,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Elorza Vasquez,MEX,10/13/2007,FINA Grand Prix,"Sumidero Canyon, MEX",15.0,NW,Neutral,15.0,12401.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
