athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Alessio Occhipinti,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23540.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23673.4,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23684.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ghettini,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23684.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23800.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,23833.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,24022.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Emerim Evangelista,BRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,24026.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,ARG,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,24753.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,25306.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthieu Magne,FRA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,25508.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,25622.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riccardo Chiarcos,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,27896.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marco Inglima,ITA,09/05/2021,FINA Grand Prix,"Capri-Napoli, ITA",36.0,NW,Neutral,35.0,28780.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
