athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Ky Hurst,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6952.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Bircher,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6952.96,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Warkentin,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6953.39,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Crippen,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6953.81,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6956.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noa Sakamoto,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6958.13,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilles Rondy,FRA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6976.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Capell,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6983.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6986.58,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bertrand Venturi,ITA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,6986.94,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Fichtl,CZE,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7006.89,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7007.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Santacaterina,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7008.17,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Charlesworth,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7078.94,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7086.13,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljaz Ojstersek,SLO,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7087.79,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Tobin­-Daignault,CAN,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7089.81,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrod Ballem,CAN,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7094.08,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Forrest,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7095.35,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Schelvis,NED,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7116.17,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,GER,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7159.15,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7412.32,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Dias,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7412.78,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Leitch,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7454.38,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastiaan Reynen,NED,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7509.07,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Ptak,HUN,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7537.96,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Faure,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,31.0,7596.58,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
