athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Gregorio Paltrinieri,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6825.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6827.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6832.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6832.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6839.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6878.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6914.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6931.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Tepper,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6933.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6937.5,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6940.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6941.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,NED,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6941.4,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6941.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Brinegar,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,6945.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7004.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Gravley,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7004.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7011.2,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brennan Gravley,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7027.7,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7068.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7068.6,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7071.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7075.4,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruce Hanson Almeida,BRA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7087.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Heron,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7125.7,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Galicz,HUN,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7126.3,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luiz Felipe Loureiro,BRA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7127.6,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalan Sarkany,HUN,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7127.7,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Lamar,USA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7131.3,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzo Roldan Munoz,FRA,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7137.8,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7151.4,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Elias Schmidt,GER,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7221.6,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ondrej Zach,CZE,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7282.7,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Cardoso,POR,05/28/2022,FINA World Cup,"Setubal, POR",10.0,W,Neutral,39.0,7314.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
