athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Mario Sanzullo,ITA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,NED,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalan Sarkany,HUN,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Langner,GER,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthieu Magne,FRA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Verplaetse,FRA,08/20/2022,European Championships,"Ostia, ITA",25.0,NW,Neutral,14.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
