athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Ferry Weertman,NED,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6920.01,1.0,1868.4,3609.7,5325.7,6920.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6921.0,2.0,1860.0,3600.7,5324.8,6921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6921.01,3.0,1854.3,3604.1,5322.3,6921.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,ITA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6924.0,4.0,1863.1,3601.8,5328.8,6924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6925.0,5.0,1860.0,3593.8,5325.0,6925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Hughes,GBR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6925.0,6.0,1856.0,3600.0,5325.7,6925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6925.0,7.0,1863.3,3597.5,5329.7,6925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Evsikov,RUS,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6925.01,8.0,1854.7,3604.3,5331.5,6925.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6925.01,9.0,1868.8,3605.8,5323.8,6925.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,HUN,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,34.0,6927.0,10.0,1859.0,3614.6,5332.5,6927.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
