athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Marc-Antoine Olivier,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6777.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6779.03,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6781.02,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6786.98,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6802.96,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6804.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6805.04,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6805.99,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6805.99,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6807.02,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6807.02,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Joly,FRA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6807.02,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Belyaev,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6809.96,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6811.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6812.04,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Evsikov,RUS,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6821.02,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUN,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6823.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6828.02,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Hughes,GBR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6833.03,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shahar Resman,ISR,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6835.02,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,03/31/2019,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,70.0,6863.96,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
