athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Gregorio Paltrinieri,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6826.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6826.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6827.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6827.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6830.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6831.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6833.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6834.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6834.01,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6834.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6835.01,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Elias Schmidt,GER,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,6836.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
