athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Linus Schwedler,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,7877.78,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mykhailo Romanchuk,UKR,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,7879.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Filadelli,ITA,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,7917.74,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Grätz,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8178.82,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piotr Wozniak,POL,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8491.14,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8491.25,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Pleifer,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8492.84,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Bockes,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8494.69,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Til Schmidt,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8494.96,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Lerch,GER,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8495.57,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Micka,CZE,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8647.89,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Konrad Kozlowski,POL,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,8993.89,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lev Cherepanov,KAZ,08/26/2022,LEN Cup,"Kiel, GER",10.0,NW,Neutral,16.0,9049.51,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
