athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Brennan Gravley,USA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6623.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6623.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Strehlke Delgado,MEX,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6623.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Gravley,USA,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6626.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6634.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6639.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango Berru,ECU,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6640.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Vera,VEN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6640.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,MEX,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6641.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Manuel Morales,COL,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6641.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Jose Segovia Ramos,VEN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6704.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Cote,CAN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6738.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Bayo,PUR,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6808.7,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Vera,HON,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6810.8,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodolfo Javier Falcón Mojarrieta,CUB,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6877.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Hedlin,CAN,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6922.8,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamarr Andre Bruno,PUR,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,6970.6,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeison Rojas,CRC,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,7408.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edhy Patricio Vargas Ronquillo,CHI,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,7562.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Reyes,EAI,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,7565.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Diego Nunez Barreras,DOM,10/29/2023,Pan American Games,"Santiago, CHI",10.0,W,Neutral,21.0,7575.2,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
