athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Federico Vanelli,ITA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7022.42,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7052.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,FRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7105.36,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,ARG,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7108.45,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7113.19,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7113.67,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7132.42,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,BRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7184.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptiste Colmant,FRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7184.54,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yann Corbel,FRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7195.95,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Brantu,FRA,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7214.31,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7233.36,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,ECU,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7235.21,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,7246.22,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maximiliano Paccot,URU,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,8002.97,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,8078.35,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Castro,ECU,02/04/2017,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,19.0,8111.79,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
