athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Gregorio Paltrinieri,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6900.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6901.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6903.01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6905.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6912.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6912.01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6912.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Kovacsics,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6915.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Pinter,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6945.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalan Sarkany,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6946.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Filadelli,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6948.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Straka,CZE,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,6968.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Hercog,AUT,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7009.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7018.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunor Kovacs-Seres,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7021.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Dalu,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7038.01,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lars Bottelier,NED,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7196.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Giovannoni,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7214.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Salghetti-Drioli,SUI,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,21.0,7215.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
