athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,HUN,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4062.96,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Kozhevnikov,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4064.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4065.03,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4067.02,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandr Astapov,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4076.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Occhipinti,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4077.04,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4095.96,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilia Okorokov,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4100.03,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladislav Utrobin,RUS,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4107.02,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idan Mordel,ISR,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4118.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Szilard Galyassy,HUN,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4118.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Jedel,SWE,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4123.96,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Mandrup Madsen,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4227.03,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Kron,SWE,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4243.02,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Pizzetti,ITA,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4309.03,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mattias Glenesk,SWE,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4316.03,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederik Jessen,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4339.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mads Holm,DEN,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4339.96,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metehan Altuntop,TUR,08/25/2018,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,19.0,4971.97,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
