athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,HUN,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6437.6,1.0,1025.7,2093.9,3139.4,4244.5,6437.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6440.1,2.0,1030.1,2090.1,3142.5,4241.0,6440.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Klemet,GER,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6440.5,3.0,1034.7,2106.6,3193.6,4280.4,6440.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6442.1,4.0,1029.3,2092.5,3144.4,4242.6,6442.1,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6443.7,5.0,1029.0,2095.3,3145.4,4241.6,6443.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6446.2,6.0,1032.0,2088.2,3140.2,4239.0,6446.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Garach Benito,ESP,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6450.2,7.0,1030.5,2092.4,3145.7,4242.7,6450.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6538.2,8.0,1044.7,2111.1,3196.5,4300.7,6538.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6539.5,9.0,1033.0,2113.7,3192.3,4300.5,6539.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Tepper,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6540.4,10.0,1031.5,2098.1,3191.2,4303.8,6540.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6540.5,11.0,1043.5,2114.0,3200.8,4304.7,6540.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6542.2,12.0,1031.4,2102.3,3194.9,4304.3,6542.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6542.3,13.0,1041.4,2121.8,3195.6,4308.3,6542.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6542.5,14.0,1034.1,2102.0,3191.2,4302.4,6542.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6542.9,15.0,1034.6,2104.1,3195.6,4302.4,6542.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Linus Schwedler,GER,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6543.2,16.0,1029.2,2097.2,3202.2,4304.9,6543.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6544.4,17.0,1039.9,2107.6,3199.2,4300.2,6544.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6544.5,18.0,1038.8,2107.8,3198.5,4305.7,6544.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6544.8,19.0,1034.1,2106.3,3198.7,4306.3,6544.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6544.9,20.0,1044.7,2115.2,3200.8,4306.2,6544.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Gravley,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6546.2,21.0,1036.7,2100.2,3192.3,4303.5,6546.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Dalu,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6546.5,22.0,1034.7,2101.9,3194.2,4308.0,6546.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6548.5,23.0,1037.6,2109.0,3197.8,4303.5,6548.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandre Finco,BRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6549.0,24.0,1039.8,2123.7,3204.7,4310.0,6549.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6549.7,25.0,1042.0,2117.0,3201.0,4306.4,6549.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6550.0,26.0,1033.5,2101.0,3197.3,4306.0,6550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
David Aubry,FRA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6550.6,27.0,1036.9,2102.0,3185.2,4302.9,6550.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6550.7,28.0,1038.7,2119.9,3200.1,4304.2,6550.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6551.8,29.0,1034.9,2105.5,3194.0,4304.1,6551.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Giuseppe Ilario,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6552.6,30.0,1031.8,2104.9,3192.6,4303.9,6552.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Giordano,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6553.1,31.0,1035.2,2104.5,3193.4,4310.5,6553.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Filadelli,ITA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6553.4,32.0,1038.2,2111.0,3203.8,4296.7,6553.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Luke Ellis,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6553.5,33.0,1034.8,2109.1,3202.2,4309.7,6553.5,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6553.9,34.0,1037.4,2116.2,3204.8,4307.1,6553.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Puskovitch,USA,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6554.0,35.0,1030.4,2096.9,3195.6,4305.2,6554.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Cardoso,POR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6554.2,36.0,1039.0,2116.5,3203.9,4310.9,6554.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Hughes,GBR,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6554.3,37.0,1042.4,2111.3,3201.3,4306.9,6554.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,05/20/2023,LEN Cup,"Golfo Aranci, ITA",10.0,W,Neutral,86.0,6560.4,38.0,1040.0,2111.4,3194.0,4305.5,6560.4,,,,,,,,,,,,,,,,,,,,,,,,,,
