athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Petar Stoychev,BUL,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9867.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Sanachev,RUS,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9874.24,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9875.58,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,RUS,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9875.99,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tihomir Ivanchev,BUL,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9879.08,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aljaz Ojstersek,SLO,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9891.99,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,9892.24,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rok Kerin,SLO,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10175.18,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Andres Clement,ARG,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10181.71,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libor Smolka,CZE,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10462.58,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Raul Villagoiz,ARG,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10500.81,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Perez,ARG,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10502.52,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balazs Sasvari,HUN,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10775.34,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miha Kern,SLO,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10811.93,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adel Elbehiry,EGY,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,10953.02,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Valeriani,ITA,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,11650.11,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johan Van Velthnyzen,USA,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,11753.71,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janos Demeter,SRB,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,12514.21,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leardo Callone,ITA,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,20.0,14543.56,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
