athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Florian Wellbrock,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6489.4,1.0,638.1,1617.5,2605.1,3573.9,4558.1,5546.9,6489.4,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6492.0,2.0,643.1,1621.1,2607.7,3577.7,4559.7,5548.4,6492.0,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6503.6,3.0,636.4,1619.3,2607.7,3575.8,4560.3,5550.0,6503.6,,,,,,,,,,,,,,,,,,,,,,,,
Pasquale Sanzullo,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6504.1,4.0,644.8,1623.3,2609.1,3579.4,4561.9,5552.3,6504.1,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6504.8,5.0,644.8,1621.1,2609.9,3583.4,4561.6,5551.6,6504.8,,,,,,,,,,,,,,,,,,,,,,,,
Sacha Velly,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6506.1,6.0,639.6,1621.4,2607.8,3583.7,4560.5,5550.6,6506.1,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6509.6,7.0,665.9,1638.4,2629.9,3608.6,4577.4,5561.6,6509.6,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6509.9,8.0,649.5,1628.1,2614.6,3581.3,4564.2,5556.4,6509.9,,,,,,,,,,,,,,,,,,,,,,,,
Hector Thomas Cheal Pardoe,GBR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6516.8,9.0,646.6,1626.2,2616.7,3594.1,4573.0,5558.4,6516.8,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6517.8,10.0,655.9,1636.6,2611.0,3588.0,4570.7,5556.1,6517.8,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Klemet,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6517.9,11.0,662.4,1636.8,2613.9,3593.7,4564.6,5554.8,6517.9,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6519.4,12.0,662.5,1638.8,2615.4,3591.2,4566.0,5554.8,6519.4,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6520.9,13.0,667.3,1641.3,2622.2,3594.1,4579.1,5563.2,6520.9,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6521.7,14.0,644.7,1623.3,2611.1,3587.5,4567.6,5558.9,6521.7,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6522.5,15.0,665.0,1628.2,2620.3,3599.7,4581.5,5560.3,6522.5,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6522.7,16.0,653.5,1633.2,2611.7,3587.9,4565.9,5557.8,6522.7,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6523.7,17.0,666.6,1642.9,2619.5,3603.6,4583.7,5561.1,6523.7,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6526.1,18.0,664.3,1632.9,2610.5,3586.9,4567.2,5556.0,6526.1,,,,,,,,,,,,,,,,,,,,,,,,
Fares Zitouni,FRA,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6528.7,19.0,646.7,1624.5,2614.5,3588.1,4569.1,5566.4,6528.7,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6531.6,20.0,657.0,1631.4,2621.6,3598.7,4574.6,5563.0,6531.6,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6536.5,21.0,659.3,1636.0,2624.4,3589.5,4580.9,5559.9,6536.5,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,12/15/2021,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,81.0,6537.6,22.0,648.3,1625.1,2613.3,3588.2,4561.7,5554.3,6537.6,,,,,,,,,,,,,,,,,,,,,,,,
