athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Vladimir Dyatchin,RUS,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6932.52,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Lurz,GER,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6932.58,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6947.31,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6947.83,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hein,GER,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6949.43,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Ryckeman,BEL,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6950.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6951.91,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Bircher,GBR,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6953.91,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Nogueira Montero,ESP,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6956.58,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Csaba Gercsak,HUN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6959.96,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6961.76,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6962.93,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Santacaterina,AUS,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6964.45,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Schelvis,NED,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6966.33,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerio Cleri,ITA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6968.18,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Fichtl,CZE,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6968.7,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6972.02,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6972.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor Chervynskiy,UKR,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6974.36,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Warkentin,USA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6975.28,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Monasterio,VEN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6975.38,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky Hurst,AUS,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6977.62,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Righi,ITA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6983.55,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Balazs Gercsak,HUN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,6988.26,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Creel,CAN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7001.89,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Jose Hervas Jodar,ESP,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7018.61,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Katzir,ISR,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7057.9,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tihomir Ivanchev,BUL,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7064.89,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilles Rondy,FRA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7121.48,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yinhan Li,CHN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7121.55,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7122.68,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Ricardo Escobar Torres,MEX,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7157.21,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kaufmann,USA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7240.02,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabio Alves Lima,BRA,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7287.06,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lijun Zu,CHN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7292.66,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kane Radford,NZL,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7296.82,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Chiu,MEX,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7529.46,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Niehaus,CRC,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7575.46,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Dubreuil,CAN,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7660.53,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mihajlo Ristovski,MKD,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7662.75,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oleksandr Bezuglyy,UKR,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,7784.23,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamel Emilio Tejeda Contreras,DOM,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,8055.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Cayetano Enderica Ochoa,ECU,03/21/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,53.0,8088.74,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
