athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Matteo Furlan,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1739.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1739.3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1739.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1739.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Smirnov,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1748.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omri Abdelshafi,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1901.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noam Offek,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1908.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Grinboim,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1942.8,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or Harel,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1985.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Bruno Rozenblat,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1988.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idan Angel,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,1988.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ofir Dray,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2016.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yoav Marom,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2061.1,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Yudin,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2063.4,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egor Kostin,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2065.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lidan Kitchman,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2066.9,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Boyango,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2090.7,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itamar Sabti,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2094.6,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Adam,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2121.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ari Shatz,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2257.6,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noaam Farber,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2260.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ariel Molcho,ISR,03/23/2022,LEN Cup,"Eilat, ISR",2.5,NW,Neutral,23.0,2262.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
