athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Dario Verani,ITA,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUNI,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5425.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5426.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Bianchi,ITA,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5428.3,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,ITA,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5428.5,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Alberto Ribeiro,POR,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5433.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Andreas Bartels,GER,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5463.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raul Santiago Betancor,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5552.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5594.01,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Kozhevnikov,RUS,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5773.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pol Gil,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5785.4,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Godoy,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5919.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Villaregut De Mingo,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,5925.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillem Pujol,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,6048.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Quuada,ESP,08/06/2016,LEN Cup,"Navia, ESP",7.5,NW,Neutral,17.0,6065.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
