athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Andrea Bianchi,ITA,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3973.97,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,ISR,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3976.99,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3978.03,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessio Occhipinti,ITA,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3980.02,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3980.97,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Jedel,SWE,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3985.03,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Mandrup Madsen,DEN,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3987.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruwen Straub,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,3987.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristian Kron,SWE,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4022.96,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Felix Bartels,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4022.96,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Herwig,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4025.98,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Szekelyi,HUN,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4027.02,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4140.03,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Reuss,GER,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4227.98,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marko Tiidla,EST,08/26/2017,LEN Cup,"Copenhagen, DEN",6.0,NW,Neutral,15.0,4999.97,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
