athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Francesco Ghettini,ITA,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18839.62,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18850.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,ITA,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18851.69,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18851.92,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joaquin Moreno,ARG,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18852.55,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18853.55,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,18853.72,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,ECU,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,19142.48,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artur Pedroza,BRA,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,19360.88,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xavier Desharnais,CAN,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,19433.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,19696.81,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,19939.56,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luciano Segurado,ARG,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,20327.35,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,ARG,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,20443.98,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arseny Beketov,BUL,08/25/2018,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,17.0,21268.42,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
