athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Valerio Cleri,ITA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6199.56,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6200.65,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ercoli,ITA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6202.07,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6204.41,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Ryckeman,BEL,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6205.22,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Bircher,GBR,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6210.36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6210.73,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Dyatchin,RUS,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6211.05,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6213.07,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan De Jesus Lopez Ramos,MEX,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6216.95,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Dias,RSA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6218.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6219.12,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6235.18,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6237.82,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6247.77,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6249.16,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Fichtl,CZE,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6254.98,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6283.44,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,RUS,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6290.41,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcelo Romanelli Soares,BRA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6297.84,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlton Lawson,RSA,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6301.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Ricardo Escobar Torres,MEX,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6316.54,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Sanachev,RUS,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6347.68,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmitry Solovyev,RUS,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6447.14,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ling Tin Yu,HKG,09/23/2007,FINA World Cup,"Shantou, CHN",10.0,NW,Neutral,26.0,6470.49,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
