athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Pasquale Sanzullo,ITA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6282.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6286.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6287.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6332.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niklas Frach,GER,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6341.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fares Zitouni,FRA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6344.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,ITA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6347.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baptiste Colmant,FRA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6349.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pablo Le Corre,FRA,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6352.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Papp,HUN,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6371.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Huszti,HUN,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6399.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roger Coma,ESP,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6466.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milan Fabian,HUN,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6573.01,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaspar Andrade Budino,ESP,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6576.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Villaregut De Mingo,ESP,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6580.01,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Mattelaer,BEL,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6582.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcos Godoy,ESP,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6591.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnau Honrubia Cerda,ESP,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,6593.01,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomas Peciar,SLO,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,7496.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyriakos Mavrakis,GRE,07/28/2018,LEN Cup,"Navia, ESP",10.0,NW,Neutral,24.0,7503.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
