athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Axel Reymond,FRA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18631.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edoardo Stochino,ITA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18632.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenij Pop Acev,MKD,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18634.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18642.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matias Diaz Hernandez,ARG,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18706.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,18830.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francesco Ghettini,ITA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,19009.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,19066.4,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthieu Magne,FRA,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,19179.9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,08/21/2021,FINA Grand Prix,"Ohrid Lake, MKD",25.0,NW,Neutral,34.0,20358.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
