athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Esteban Enderica Salgado,ECU,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6826.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Vittorio Bertola,ARG,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6840.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Abbott,USA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6843.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Hugo Ribeiro Colonese,BRA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6844.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango Berru,ECU,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6846.8,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Ivo Cassini,ARG,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6846.2,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jon McKay,CAN,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6860.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Vera Delgado,VEN,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6876.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arturo Perez Vertti Ferrer,MEX,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6932.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raben Severin Dommann,CAN,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,6933.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Smith,USA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7048.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Betanzos,MEX,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7310.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Lopes Mamedio,BRA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7414.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Serida,PER,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7449.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian Vidal,CUB,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7651.4,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Marroquin,GUA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7788.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Saravia Reyes,GUA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,7789.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nector Segovia Arias,ESA,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,8001.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristofer Lanuza,CRC,08/04/2019,Pan American Games,"Lima, PER",10.0,NW,Neutral,20.0,8366.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
