athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Florian Wellbrock,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6773.2,1.0,1336.1,2711.5,4070.9,5425.6,6773.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6773.3,2.0,1338.5,2717.7,4076.7,5429.1,6773.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6775.0,3.0,1334.7,2713.5,4076.0,5427.4,6775.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6775.5,4.0,1340.7,2714.3,4075.0,5432.1,6775.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6777.1,5.0,1342.8,2716.7,4077.7,5433.5,6777.1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6781.0,6.0,1358.2,2721.8,4085.2,5435.6,6781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6803.6,7.0,1341.4,2716.6,4080.0,5440.0,6803.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Oliver Klemet,GER,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6811.8,8.0,1338.4,2714.1,4074.8,5431.5,6811.8,,,,,,,,,,,,,,,,,,,,,,,,,,
Mykhailo Romanchuk,UKR,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6819.3,9.0,1345.3,2715.0,4081.5,5447.3,6819.3,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacha Velly,FRA,05/08/2023,FINA World Cup,"Soma Bay, EGY",10.0,NW,Neutral,41.0,6848.4,10.0,1335.4,2711.8,4076.4,5441.5,6848.4,,,,,,,,,,,,,,,,,,,,,,,,,,
