athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Simone Ruffini,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6581.9,1.0,1123.0,2222.9,3335.0,4417.7,5516.1,6581.9,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6584.0,2.0,1102.3,2207.5,3315.2,4404.1,5513.5,6584.0,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6586.3,3.0,1107.1,2208.3,3316.2,4402.5,5510.6,6586.3,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6586.4,4.0,1111.1,2214.8,3332.3,4424.0,5519.0,6586.4,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6586.4,5.0,1128.9,2226.2,3332.6,4415.8,5513.4,6586.4,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6587.0,6.0,1125.5,2224.5,3330.3,4419.7,5514.9,6587.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6587.1,7.0,1115.0,2213.7,3324.0,4414.7,5514.6,6587.1,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Waschburger,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6588.3,8.0,1118.7,2214.6,3319.1,4408.6,5513.5,6588.3,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6589.0,9.0,1122.3,2224.0,3335.5,4425.9,5516.0,6589.0,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6590.5,10.0,1128.0,2220.2,3331.5,4422.6,5519.5,6590.5,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6590.5,11.0,1099.0,2204.0,3313.8,4404.8,5513.5,6590.5,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6591.1,12.0,1100.4,2205.8,3311.8,4402.9,5511.0,6591.1,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6591.3,13.0,1119.2,2213.9,3323.8,4424.7,5518.2,6591.3,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6591.6,14.0,1112.4,2209.5,3322.4,4419.8,5515.7,6591.6,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,NED,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6592.6,15.0,1115.2,2211.8,3321.6,4419.8,5519.1,6592.6,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6594.7,16.0,1105.4,2210.9,3318.1,4419.0,5516.0,6594.7,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6597.8,17.0,1109.7,2211.8,3330.8,4423.6,5520.6,6597.8,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6623.3,18.0,1114.7,2209.5,3327.7,4419.2,5517.8,6623.3,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,BRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6639.6,19.0,1102.5,2208.7,3317.6,4423.8,5520.9,6639.6,,,,,,,,,,,,,,,,,,,,,,,,,
Nicolas Masse-Savard,CAN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,26.0,6647.8,20.0,1110.1,2209.6,3323.3,4415.7,5518.8,6647.8,,,,,,,,,,,,,,,,,,,,,,,,,
