athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Jack Burnell,GBR,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6994.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6994.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6995.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6996.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6997.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6998.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6999.3,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,6999.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7000.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7000.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7003.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,BRA,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7007.3,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7007.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhongyi Qiao,CHN,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7009.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7010.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hayden Paul Cotter,AUS,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7011.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7012.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Herwig,GER,09/16/2018,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,42.0,7191.3,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
