athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Florian Wellbrock,GER,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6940.2,1.0,1740.1,3492.1,5245.2,6940.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6957.0,2.0,1765.0,3517.7,5252.5,6957.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6959.1,3.0,1751.1,3502.7,5251.8,6959.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6961.8,4.0,1760.5,3505.5,5253.2,6961.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6962.0,5.0,1769.9,3525.0,5253.6,6962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6962.5,6.0,1766.6,3520.9,5252.7,6962.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6963.9,7.0,1744.5,3497.0,5247.2,6963.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Burnell,GBR,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6968.0,8.0,1766.0,3518.7,5253.6,6968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6979.2,9.0,1743.3,3500.0,5248.5,6979.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6980.4,10.0,1770.2,3518.5,5255.9,6980.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6980.5,11.0,1757.6,3510.8,5261.8,6980.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Brandl,AUT,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6984.7,12.0,1759.2,3502.1,5262.4,6984.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simon Huitenga,AUS,06/16/2018,FINA World Cup,"Balatonfured, HUN",10.0,NW,Neutral,69.0,6985.0,13.0,1749.2,3509.3,5259.1,6985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
