athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Gregorio Paltrinieri,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6585.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domenico Acerenza,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6586.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcello Guidi,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6603.01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6623.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6624.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6625.01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6627.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krzysztof Chmielewski,POL,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6630.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6631.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,05/20/2022,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,33.0,6636.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
