athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Thomas Lurz,GER,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6709.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Dyatchin,RUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6710.71,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6712.12,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fran Crippen,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6714.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6723.08,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,BRA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6724.98,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hein,GER,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6725.43,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loic Branda,FRA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6726.58,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Ryckeman,BEL,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6726.92,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6727.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Nogueira Montero,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6728.36,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco Jose Hervas Jodar,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6744.41,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julien Sauvage,FRA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6748.74,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Flanagan,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,56.0,6754.56,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
