athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Alex Meyer,USA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6944.72,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,ITA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6945.44,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Vanelli,ITA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6947.31,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diego Vera,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6949.74,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6950.15,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damien Cattin-Vidal,FRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6970.54,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esteban Enderica Salgado,ECU,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6975.1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,MEX,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6977.02,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6978.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Carrizo Yunges,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6982.02,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erwin Maldonado,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6986.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Brantu,FRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6986.42,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillermo Bertola,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6989.46,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Enderica Ochoa,ECU,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6990.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Reichert,GER,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6990.68,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Fernardo Bolanos Zuloaga,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6993.17,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilder Carreno,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,6995.61,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chip Peterson,USA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7003.43,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Jose Segovia Ramos,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7007.53,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Bianchi,ITA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7011.36,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santiago Enderica,ECU,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7025.69,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diogo Villarinho,BRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7055.7,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel Raul Villagoiz,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7056.21,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7056.81,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johndry Segovia,VEN,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7058.46,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Fontaine,FRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7065.96,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guillaume Boscher,FRA,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7072.15,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafael Gil,POR,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7077.83,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Ribeiro,POR,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7130.04,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damian Blaum,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7201.7,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomi Stefanovski,MKD,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7238.72,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasco Gaspar,POR,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7270.89,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aquiles Balaudo,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7329.12,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aleksandar Ilievski,MKD,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7657.91,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Caballero,BOL,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,7679.41,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fausto Emanuel Brondo,ARG,02/07/2016,FINA World Cup,"Viedma, ARG",10.0,NW,Neutral,39.0,8035.84,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
