athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Florian Wellbrock,GER,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6513.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6539.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregorio Paltrinieri,ITA,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6541.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6564.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athanasios Kynigakis,GRE,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6569.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc-Antoine Olivier,FRA,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6623.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,NED,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6690.8,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Mcglynn,RSA,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6692.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6697.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Wilimovsky,USA,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6700.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,GER,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6783.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,AUS,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6784.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taishin Minamide,JPN,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6787.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mario Sanzullo,ITA,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6788.6,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Farinango,ECU,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6789.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phillip Seidler,NAM,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6794.1,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Delgadillo,MEX,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6794.4,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Martinez,ESP,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6796.4,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirill Abrosimov,RUS,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6869.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ous Mellouli,TUN,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,6993.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitaliy Khudyakov,KAZ,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,7073.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Yan Thorley,HKG,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,7113.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiago Campos,POR,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,7182.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matej Kozubek,CZE,08/04/2021,Olympic Games,"Tokyo, JPN",10.0,NW,Neutral,46.0,7312.1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
