athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Gregorio Paltrinieri,ITA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6697.85,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kristof Rasovszky,HUN,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6698.98,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Sloman,AUS,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6701.95,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Betlehem,HUN,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6702.95,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Manzi,ITA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6703.68,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axel Reymond,FRA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6706.87,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mykhailo Romanchuk,UKR,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6708.12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matteo Furlan,ITA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6708.71,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,NED,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6710.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enzo Roldan Munoz,FRA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6710.22,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dario Verani,ITA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6710.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bailey Armstrong,AUS,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6710.32,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kai Graeme Edwards,AUS,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6711.76,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matan Roditi,ISR,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6711.76,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,GBR,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6712.33,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jules Wallart,FRA,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6716.3,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Vanhuys,BEL,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6749.66,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linus Schwedler,GER,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6752.85,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hau-Li Fan,CAN,07/09/2022,FINA World Cup,"Paris, FRA",10.0,NW,Neutral,55.0,6752.92,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
