athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Valerio Cleri,ITA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6237.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Dyatchin,RUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6239.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ercoli,ITA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6239.25,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Ryckeman,BEL,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6240.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evgenii Drattcev,RUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6245.05,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spyridon Gianniotis,GRE,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6247.45,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ky Hurst,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6250.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan De Jesus Lopez Ramos,MEX,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6252.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Bircher,GBR,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6255.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Ho,RSA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6255.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maarten Van Der Weijden,NED,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6256.7,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergey Bolshakov,RUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6257.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brendan Capell,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6257.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stéphane Gomez,FRA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6257.95,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Browne,AUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6258.5,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Monir El Zanaty,EGY,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6258.8,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Dias,RSA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6260.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yinhan Li,CHN,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6264.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Studzinski,GER,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6274.75,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petar Stoychev,BUL,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6274.8,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mazen Mohamed Aziz,EGY,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6277.35,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philippe Dubreuil,CAN,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6302.45,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anton Sanachev,RUS,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6355.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlton Lawson,RSA,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6375.4,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakub Fichtl,CZE,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6405.4,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wei Liu,CHN,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6441.95,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luis Ricardo Escobar Torres,MEX,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6444.85,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rostislav Vitek,CZE,09/30/2007,FINA World Cup,"Hong Kong, CHN",10.0,NW,Neutral,39.0,6470.2,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
