athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8670.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8672.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8674.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8710.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8740.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8747.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aricia Peree,BRA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,8898.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrea Terriault,CAN,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,9404.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mia Desjarlais,CAN,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,9441.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heidi Ullrich,CAN,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,9473.2,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Nina,BRA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,9585.9,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandra Frimerman-Bergquist,USA,08/03/2019,FINA World Cup,"Lac Megantic, CAN",10.0,NW,Neutral,12.0,10022.4,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
