athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Lea Boy,GER,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7653.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bettina Fábián,HUN,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7672.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7672.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvia Ciccarella,ITA,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7673.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabienne Wenske,GER,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7694.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Micheletti,ITA,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7755.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7757.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Györffy Lili,HUN,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7860.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Braun,GER,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7976.7,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,7980.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camille Henveaux,BEL,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8000.1,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madisyn Armstrong,AUS,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8034.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8044.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georga Gosetto,ITA,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8068.6,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marie Kopacova,CZE,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8117.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Piekarska,POL,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8253.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helena Hvid Hansen,DEN,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8274.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Netrefova,CZE,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8342.9,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leontyna Trnena,CZE,08/19/2023,LEN Cup,"Samorin, SLO",10.0,NW,Neutral,21.0,8930.6,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
