athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Anna Olasz,HUN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7315.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7318.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Farley Sanderson,CAN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7318.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Dearing,GBR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7321.2,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7343.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7369.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cecilia Biagioli,ARG,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7372.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Kirpichnikova,RUS,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7373.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7374.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7374.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7377.7,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumi Kida,JPN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7383.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7384.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7389.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Weber,RSA,06/19/2021,FINA Olympic Qualifier,"Setubal, POR",10.0,NW,Neutral,43.0,7392.1,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
