athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7112.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7112.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7113.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7115.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7115.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7116.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7117.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Xin,CHN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7117.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7118.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Dearing,GBR,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7118.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svenja Zihsler,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7119.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumi Kida,JPN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7122.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7124.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esmee Vermeulen,NED,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7127.1,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnia Wunram,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7128.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7139.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yukimi Moriyama,JPN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7144.7,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7164.7,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7202.7,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7223.5,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7226.8,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7244.8,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caiping Yang,CHN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7342.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Weber,RSA,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7350.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muran Tian,CHN,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7350.8,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,05/20/2018,FINA World Cup,"Seychelles, SEY",10.0,NW,Neutral,29.0,7354.8,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
