athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Larisa Ilchenko,RUS,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7437.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra Patten,GBR,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7438.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Brookes-Peterson,AUS,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7439.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7440.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksenia Popova,RUS,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7443.7,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britta Kamrau-Corestein,GER,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7445.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7447.6,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Okimoto Cintra,BRA,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7449.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyn Keller,USA,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7450.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Berglund,SWE,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7453.7,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keri-Anne Payne,GBR,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7477.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura La Piana,ITA,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7529.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Dietrich,FRA,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7530.6,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Bagley,AUS,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7532.9,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rita Kovacs,HUN,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7536.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yurema Requena Juarez,ESP,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7552.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federica Vitale,ITA,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7555.2,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nika Kozamernik,SLO,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7674.4,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jing Zheng,CHN,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7676.2,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Lopez Rodriguez,ESP,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7693.3,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreina Pinto,VEN,02/20/2007,FINA World Championships,"Melbourne, AUS",10.0,NW,Neutral,42.0,7801.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
