athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,6992.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7009.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Okimoto Cintra,BRA,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7011.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Xin,CHN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7034.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley Anderson,USA,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7040.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isabelle Harle,GER,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7042.1,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keri-Anne Payne,GBR,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7043.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Krapivina,RUS,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7045.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7047.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7049.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalliopi Araouzou,GRE,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7051.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yumi Kida,JPN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7055.2,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Risztov,HUN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7062.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7065.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gubecka,AUS,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7092.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7139.6,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erika Villaecija,ESP,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7144.8,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Weber,RSA,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7145.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7147.7,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paola Perez,VEN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7147.7,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heidi Gan,MAS,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7147.9,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Zachoszcz,POL,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7160.4,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7162.1,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vania Neves,POR,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7299.3,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reem Kaseem,EGY,08/15/2016,Olympic Games,"Rio de Janeiro, BRA",10.0,NW,Neutral,26.0,7519.1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
