athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Bettina Fábián,HUN,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7641.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7654.72,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7656.37,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessia Ossoli,ITA,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7661.12,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Salin,ITA,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7661.55,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elena Tortora,ITA,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7663.48,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Micheletti,ITA,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7682.07,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivien Balogh,HUN,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,7771.99,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helena Hvid Hansen,DEN,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,8153.83,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivana Nedelkovska,MKD,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,8262.14,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Varga,SRB,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,8341.45,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jovana Nedelkovska,MKD,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,8800.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lilyana Georgieva,BUL,09/03/2023,LEN Cup,"Veles, MKD",10.0,NW,Neutral,15.0,9015.34,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
