athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Aurelie Muller,FRA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7620.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7620.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7623.01,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7626.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7631.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnia Wunram,GER,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7631.01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7632.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7633.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalliopi Araouzou,GRE,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7634.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justyna Burska,POL,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7634.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7636.01,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Zachoszcz,POL,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7637.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7648.01,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daria Kulik,RUS,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7649.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erika Villaecija,ESP,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7740.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7740.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariia Novikova,RUS,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7753.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aygul Sagirova,RUS,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7859.01,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vania Neves,POR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7860.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvie Rybarova,CZE,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7873.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystyna Panchishko,UKR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7931.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Olsson,SWE,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,7943.01,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryna Kyryk,UKR,07/10/2016,European Championships,"Hoorn, NED",10.0,NW,Neutral,26.0,8034.01,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
