athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Britta Kamrau-Corestein,GER,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20231.66,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyn Keller,USA,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20379.62,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ksenia Popova,RUS,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20391.51,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20400.13,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Pankina,RUS,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20401.87,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20843.28,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shelley Clark,AUS,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,20844.88,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura La Piana,ITA,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,22041.71,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malwina Bukszowana,POL,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,22291.54,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evelin Sohl,NED,03/25/2007,FINA World Championships,"Melbourne, AUS",25.0,NW,Neutral,13.0,23065.82,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
