athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7229.09,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7231.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikoletta Kiss,HUN,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7257.02,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7260.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joanna Zachoszcz,POL,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7260.03,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7266.05,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisia Tettamanzi,ITA,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7270.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ilaria Raimondi,ITA,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7312.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justyna Burska,POL,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7488.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eden Girloanta,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7489.04,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvie Rybarova,CZE,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7498.06,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7688.08,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaya Simone Zabludoff,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7688.09,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ellen Olsson,SWE,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7724.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilay Erkal,TUR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7727.07,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotem Meirov,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7752.09,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tali Lemcoff,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7802.02,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7828.04,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avital Flishman,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7914.07,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rotem Meirov,ISR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,7935.02,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecem Donmez,TUR,03/20/2016,LEN Cup,"Eilat, ISR",10.0,NW,Neutral,23.0,8128.09,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
