athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7428.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jannette Spiwoks,GER,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7437.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7439.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Berton,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7440.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7444.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7445.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7448.01,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisia Tettamanzi,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7510.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7510.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7513.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7598.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serena Stel,NED,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7598.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincso Gal,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7601.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blanka Berecz,HUN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7602.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7620.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,7621.01,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laerke Toft Ruby,DEN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,8293.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helena Hvid Hansen,DEN,10/09/2021,LEN Cup,"Alghero, ITA",10.0,NW,Neutral,18.0,8321.01,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
