athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ekaterina Zhdanova,RUS,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10511.93,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Uvarova,RUS,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10511.94,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther Nunez Morera,ESP,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10636.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malwina Bukszowana,POL,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10834.64,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
María Celeste Puñet,ARG,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10853.91,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Volpi,ITA,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10865.12,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karla Sitic,CRO,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,10870.24,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tijana Kalicanin,SRB,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,11265.3,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darja Pop,MNE,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,11671.57,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noelia Petti,ARG,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,11755.88,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irene Van Der Laan,NED,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,11987.99,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nouran Tareq Saeed,EGY,07/15/2007,FINA Grand Prix,"Sabac, SRB",19.0,NW,Neutral,12.0,13139.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
