athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7354.0,1.0,290.6,586.9,1167.1,1506.9,1790.2,2383.7,2724.8,3006.7,3636.0,3976.0,4258.0,4865.0,5206.0,5510.0,6099.0,6429.0,6705.0,7354.0,,,,,,,,,,,,
Chelsea Gubecka,AUS,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7358.1,2.0,285.3,572.4,1153.9,1495.1,1784.5,2376.2,2717.1,3008.9,3632.0,3964.0,4246.0,4859.0,5199.0,5505.0,6093.0,6425.0,6701.0,7358.1,,,,,,,,,,,,
Katie Grimes,USA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7362.3,3.0,296.4,586.0,1155.2,1502.5,1791.7,2375.2,2717.4,3010.2,3626.0,3959.0,4241.0,4858.0,5196.0,5508.0,6095.0,6428.0,6708.0,7362.3,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7362.4,4.0,287.0,575.8,1153.2,1499.1,1780.2,2378.7,2718.4,3010.0,3630.0,3964.0,4249.0,4861.0,5201.0,5502.0,6094.0,6427.0,6701.0,7362.4,,,,,,,,,,,,
Ana Marcela Cunha,BRA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7362.5,5.0,289.5,570.2,1154.7,1503.6,1787.5,2378.4,2720.3,3005.5,3630.0,3970.0,4249.0,4863.0,5203.0,5509.0,6098.0,6429.0,6707.0,7362.5,,,,,,,,,,,,
Ginevra Taddeucci,ITA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7366.7,6.0,286.8,576.0,1155.6,1495.9,1787.4,2375.7,2716.7,3001.3,3632.0,3966.0,4248.0,4860.0,5199.0,5505.0,6096.0,6429.0,6708.0,7366.7,,,,,,,,,,,,
Lea Boy,GER,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7392.9,7.0,296.5,587.8,1160.7,1510.0,1797.4,2387.4,2719.7,3012.0,3642.0,3974.0,4255.0,4866.0,,5511.0,6103.0,6435.0,6715.0,7392.9,,,,,,,,,,,,
Mariah Denigan,USA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7393.5,8.0,293.1,589.3,1161.8,1502.6,1798.7,2384.4,2725.4,3018.3,3635.0,3977.0,4266.0,4870.0,,5509.0,6101.0,6435.0,6720.0,7393.5,,,,,,,,,,,,
Bettina Fábián,HUN,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7395.2,9.0,290.4,574.7,1162.6,1507.2,1797.6,2389.5,2721.0,3016.1,3638.0,3975.0,4265.0,4862.0,5198.0,5509.0,6100.0,6432.0,6717.0,7395.2,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7395.7,10.0,287.0,569.1,1155.1,1498.1,1782.2,2380.5,2720.6,3005.6,3639.0,3977.0,4264.0,4863.0,5196.0,5509.0,6099.0,6432.0,6718.0,7395.7,,,,,,,,,,,,
Angela Martinez Guillen,ESP,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7396.5,11.0,287.8,580.4,1160.9,1508.6,1789.9,2378.2,2720.1,3009.7,3636.0,3977.0,4265.0,4864.0,5200.0,5509.0,6105.0,6432.0,6714.0,7396.5,,,,,,,,,,,,
Anna Olasz,HUN,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7396.9,12.0,316.1,593.6,1165.0,1514.6,1806.6,2394.4,2725.1,3013.6,3637.0,3971.0,4250.0,4864.0,5204.0,5513.0,6101.0,6435.0,6721.0,7396.9,,,,,,,,,,,,
Anastasiia Kirpichnikova,RUS,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7397.6,13.0,289.5,573.2,1156.4,1498.3,1787.9,2381.6,2722.7,3013.6,3633.0,3969.0,4248.0,4864.0,5204.0,5510.0,6101.0,6440.0,6720.0,7397.6,,,,,,,,,,,,
Candela Sanchez Lora,ESP,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7398.2,14.0,290.9,589.3,1157.9,1502.7,1789.8,2383.8,2726.1,3018.4,3641.0,3986.0,4274.0,4866.0,5205.0,5509.0,6098.0,6445.0,6731.0,7398.2,,,,,,,,,,,,
Angelica Andre,POR,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7398.9,15.0,305.8,593.3,1160.3,1522.8,1806.0,2393.2,2720.1,3015.4,3639.0,3974.0,4264.0,4864.0,5206.0,5511.0,6098.0,6434.0,6721.0,7398.9,,,,,,,,,,,,
Oceane Cassignol,FRA,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7405.5,16.0,295.5,584.3,1161.0,1504.7,1793.5,2386.4,2720.9,3015.1,3635.0,3975.0,4253.0,4863.0,5201.0,5508.0,6097.0,6430.0,6717.0,7405.5,,,,,,,,,,,,
Mafalda Rosa,POR,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7405.9,17.0,299.1,588.1,1156.4,1504.9,1791.3,2379.8,2723.5,3010.7,3631.0,3973.0,4262.0,4868.0,5211.0,5517.0,6105.0,6437.0,6733.0,7405.9,,,,,,,,,,,,
Amber Chloe Keegan,GBR,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7410.3,18.0,,597.3,1167.9,1508.1,1810.8,2396.9,2739.3,3026.3,3639.0,3981.0,4281.0,4869.0,5204.0,5512.0,6102.0,6441.0,6730.0,7410.3,,,,,,,,,,,,
Martha Sandoval,MEX,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7424.8,19.0,295.3,590.5,1164.4,1506.5,1809.3,2385.6,2732.4,3023.1,3638.0,3980.0,4271.0,4874.0,5213.0,5514.0,6107.0,6443.0,6730.0,7424.8,,,,,,,,,,,,
Cecilia Biagioli,ARG,07/15/2023,FINA World Championships,"Fukuoka, JPN",10.0,NW,Neutral,61.0,7427.2,20.0,302.6,592.8,1165.4,1508.7,1804.6,2384.8,2731.0,3017.5,3645.0,3988.0,4274.0,4871.0,5215.0,5523.0,6112.0,6449.0,6747.0,7427.2,,,,,,,,,,,,
