athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3418.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3420.2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3420.3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3420.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3421.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3423.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3426.2,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3442.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mafalda Rosa,POR,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3449.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3456.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo Von Platen,ITA,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3474.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3478.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3499.8,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva Fabian,ISR,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3501.3,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katja Fain,SLO,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3579.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Martinez Guillen,ESP,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3583.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleur Lewis,CZE,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3598.3,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3600.8,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kennedy Denby,MKD,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3632.3,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orian Gablan,ISR,08/20/2022,European Championships,"Ostia, ITA",5.0,NW,Neutral,21.0,3746.7,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
