athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Chloe Sutton,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7359.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Brookes-Peterson,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7361.35,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7362.52,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7363.36,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Dietrich,FRA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7364.77,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Seliverstova,RUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7366.36,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stefanie Biller,GER,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7369.52,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trudee Hutchinson,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7383.85,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Bagley,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7392.47,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linsy Heister,NED,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7408.13,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra Patten,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7413.44,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Arndt,AUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7416.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karley Stutzel,CAN,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7448.11,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Guseva,RUS,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7476.13,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nadine Reichert,GER,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7477.82,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalie Du Toit,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7478.48,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachel Jack,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7498.62,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burden Shaw,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7523.25,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velia Janse Van Rensburg,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7538.33,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyn Keller,USA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7561.77,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Wood,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7585.57,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pilar Geijo,ARG,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7615.63,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erica Brown,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7936.65,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sahema Mubarak,EGY,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7944.06,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evelin Sohl,NED,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,7976.14,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily Anzueto Moguel,MEX,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,8049.55,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magda Ayman Kamel Hussein Lotfi,EGY,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,8062.33,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alison-Jayne Logan,RSA,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,8252.74,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lynn Duncan,GBR,06/17/2007,FINA World Cup,"London, GBR",10.0,NW,Neutral,32.0,8396.64,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
