athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ksenia Popova,RUS,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8767.21,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8769.19,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Britta Kamrau-Corestein,GER,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8769.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natalia Pankina,RUS,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8785.16,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trudee Hutchinson,AUS,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8787.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floriane Richard,FRA,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8826.79,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burden Shaw,USA,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8875.66,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malwina Bukszowana,POL,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8903.09,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agnes Prohaszka,HUN,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8912.49,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linsy Heister,NED,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8919.16,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karla Sitic,CRO,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,8921.54,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laura Volpi,ITA,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,9009.73,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magda Ayman Kamel Hussein Lotfi,EGY,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,9622.45,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shereen Hany,EGY,04/07/2007,FINA World Cup,"Ajman, UAE",10.0,NW,Neutral,15.0,9779.38,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
