athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Leonie Beck,GER,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7235.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7243.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7245.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7248.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madelon Catteau,FRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7265.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7265.01,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7270.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7320.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7327.01,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spela Perse,SLO,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7329.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7351.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7384.01,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7411.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivien Balogh,HUN,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7465.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narin Burcunaz,TUR,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7466.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bettina Fábián,HUN,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7473.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silvia Ciccarella,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7478.01,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Menechini,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7481.01,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alessia Ossoli,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7482.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rebecca Talanti,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7484.01,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7485.01,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clemence Coccordano,FRA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7489.01,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Berton,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7511.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emma Micheletti,ITA,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7579.01,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sevim Eylul Supurgeci,TUR,05/13/2022,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,51.0,7581.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
