athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Arianna Bridi,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7221.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7225.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7226.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esmee Vermeulen,NED,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7226.4,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7227.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7227.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finnia Wunram,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7228.4,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7230.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7232.3,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7235.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maria De Valdes,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7237.3,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7239.7,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7344.3,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viviane Jungblut,BRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7346.7,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muran Tian,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7432.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7442.4,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yawen Hou,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7443.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xin Xin,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7444.1,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adeline Furst,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7456.5,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lea Boy,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7456.9,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samantha Arevalo,ECU,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7460.1,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7463.1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgane Dornic,FRA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7466.2,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alice Dearing,GBR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7466.8,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7470.2,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7477.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Svenja Zihsler,GER,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7501.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Weber,RSA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7504.8,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minami Niikura,JPN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7527.4,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xu Chu,CHN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7692.5,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ane De La Fuente Fiano,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7692.7,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danielle Huskisson,GBR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7694.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7694.3,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephanie Horner,CAN,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7742.7,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriia Ermakova,RUS,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7867.1,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vasiliki Kadoglu,BUL,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7908.9,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Krystyna Panchishko,UKR,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,7985.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justyna Burska,POL,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8019.3,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carla Goyanes Garcia,ESP,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8035.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karolina Dubcakova,SVK,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8058.4,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tsz Yin Nip,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8164.7,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cho Ying Wong,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8327.5,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada Osman,EGY,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8331.2,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pac Tung Nikita Lam,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8654.9,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheung Wai Ho,HKG,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8672.3,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kathriana Gustianjani,INA,11/09/2018,FINA World Cup,"Abu Dhabi, UAE",10.0,NW,Neutral,49.0,8711.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
