athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Giulia Gabbrielleschi,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7405.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7405.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martina De Memme,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7408.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7411.01,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yana Kurtseva,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7411.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Berton,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7412.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7413.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7414.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7414.01,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7416.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7422.01,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Sorokina,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7424.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7424.01,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofie Callo,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7439.01,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alisia Tettamanzi,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7441.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kincso Gal,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7446.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7448.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blanka Berecz,HUN,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7449.01,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Santoni,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7458.01,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7518.01,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ella Dyson,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7538.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Salin,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7549.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elea Linka,GER,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7551.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Vakhrusheva,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7552.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varvara Pogorelova,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7554.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlene Blanke,GER,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7554.01,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Menechini,ITA,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7555.01,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Hanquet,BEL,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7556.01,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nina Mikhailova,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7586.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amelia Rodd,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7646.01,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Zubalikova,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,7942.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolina Istomina,RUS,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8030.01,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariia Bondarenko,UKR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8099.01,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moa Holmquist,SWE,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8105.01,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aimee Hood,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8178.01,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucie Sebestova,CZE,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8187.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Valloni,SMR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8187.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elise Oeberg,SWE,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8313.01,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucy Fox,GBR,10/03/2021,LEN Cup,"Piombino, ITA",10.0,NW,Neutral,40.0,8329.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
