athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Claire Weinstein,USA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7014.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bettina Fábián,HUN,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7087.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7089.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariah Denigan,USA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7089.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katie Grimes,USA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7089.9,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelsea Gubecka,AUS,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7090.3,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7091.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7091.1,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7091.4,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7092.4,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Pou,FRA,12/02/2023,FINA World Cup,"Funchal, POR",10.0,NW,Neutral,79.0,7093.6,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
