athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Angela Maurer,GER,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7200.89,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloe Sutton,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7205.12,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poliana Okimoto Cintra,BRA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7206.78,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keri-Anne Payne,GBR,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7221.19,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassandra Patten,GBR,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7221.41,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalyn Keller,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7224.86,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirsten Groome,USA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7224.97,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate Brookes-Peterson,AUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7226.68,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margarita Dominguez,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7229.2,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xenia Lopez Rodriguez,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7229.48,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Seliverstova,RUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7232.64,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trudee Hutchinson,AUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7234.07,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jana Pechanova,CZE,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7286.65,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cathy Dietrich,FRA,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7292.72,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanya Hunks,CAN,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7306.18,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esther Nunez Morera,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7306.77,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Bagley,AUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7311.9,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreina Pinto,VEN,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7348.41,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yurema Requena Juarez,ESP,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7351.8,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swann Oberson,SUI,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7393.69,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lauren Arndt,AUS,06/09/2007,FINA World Cup,"Sevilla, ESP",10.0,NW,Neutral,50.0,7396.3,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
