athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Martina Grimaldi,ITA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19607.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olga Kozydub,RUS,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19609.01,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caroline Laure Jouisse,FRA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19610.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arianna Bridi,ITA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19617.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angela Maurer,GER,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19617.01,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgane Dornic,FRA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19818.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,19824.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bosslet,GER,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,20067.01,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlyne Secrestat,FRA,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,20214.01,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,07/14/2016,European Championships,"Hoorn, NED",25.0,NW,Neutral,13.0,21122.01,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
